epoch,accuracy,loss,val_accuracy,val_loss
0,0.5647892355918884,2.1934561729431152,0.5888888835906982,1.4047030210494995
1,0.6282380223274231,1.2121624946594238,0.7353276610374451,1.0555059909820557
2,0.7300089001655579,0.9974137544631958,0.7335923314094543,0.9424623847007751
3,0.7369802594184875,0.9185921549797058,0.7413882613182068,0.8880882859230042
4,0.7438464760780334,0.8744577169418335,0.7469179034233093,0.8506130576133728
5,0.7503988146781921,0.8383774161338806,0.7641802430152893,0.8124926686286926
6,0.7633825540542603,0.7982875108718872,0.7664076685905457,0.7676116824150085
7,0.7686448693275452,0.756896436214447,0.7771691083908081,0.728254497051239
8,0.7857866883277893,0.717680037021637,0.8000258803367615,0.6876502633094788
9,0.7950299382209778,0.6816759705543518,0.7999611496925354,0.6558900475502014
10,0.7975336909294128,0.6534013748168945,0.8029525876045227,0.6293891668319702
11,0.8046144247055054,0.6283219456672668,0.815514087677002,0.6035351753234863
12,0.8139469623565674,0.6039732098579407,0.8236596584320068,0.57755047082901
13,0.8216309547424316,0.5789445042610168,0.8318440914154053,0.5521425008773804
14,0.8281919360160828,0.5552341341972351,0.8382802605628967,0.5289615392684937
15,0.8335363268852234,0.533470869064331,0.8413105607032776,0.5086570978164673
16,0.8382659554481506,0.5143188834190369,0.845532238483429,0.49129870533943176
17,0.8430761694908142,0.4982749819755554,0.8490157723426819,0.47648122906684875
18,0.847120463848114,0.4837397336959839,0.8536518812179565,0.46243634819984436
19,0.8508955240249634,0.4701307713985443,0.8560864925384521,0.4499547779560089
20,0.8538700938224792,0.458222895860672,0.862289547920227,0.43776652216911316
21,0.8571181893348694,0.4468328654766083,0.8641543388366699,0.426813006401062
22,0.8602554202079773,0.436332643032074,0.8672752976417542,0.4168320894241333
23,0.8633033633232117,0.42660507559776306,0.8719373345375061,0.4072556793689728
24,0.8665212392807007,0.4169197082519531,0.8738409876823425,0.40054845809936523
25,0.8693777322769165,0.408963680267334,0.8760942816734314,0.39181965589523315
26,0.871619462966919,0.40188586711883545,0.8778554797172546,0.3856761157512665
27,0.8734695315361023,0.3948661983013153,0.8790727853775024,0.3796321153640747
28,0.8755499720573425,0.3885997533798218,0.8804972767829895,0.3741040527820587
29,0.8768529891967773,0.3831852972507477,0.8816757202148438,0.36889728903770447
30,0.8783661723136902,0.3776269555091858,0.8828930258750916,0.3646765351295471
31,0.879879355430603,0.3728983998298645,0.8838642835617065,0.3605409264564514
32,0.8808497190475464,0.36851656436920166,0.8846153616905212,0.35589680075645447
33,0.8820030093193054,0.36462557315826416,0.8847837448120117,0.35321617126464844
34,0.8827272057533264,0.3606056272983551,0.8855607509613037,0.3496635854244232
35,0.8835031986236572,0.35667625069618225,0.8858585953712463,0.3460827171802521
36,0.8843066096305847,0.353814035654068,0.8868427872657776,0.3431684374809265
37,0.8850553035736084,0.35037216544151306,0.8877622485160828,0.34080708026885986
38,0.8858529329299927,0.34784480929374695,0.8884097337722778,0.3386584222316742
39,0.8863323330879211,0.3451426327228546,0.8884097337722778,0.3359443247318268
40,0.8870695233345032,0.34259602427482605,0.8890572190284729,0.33424827456474304
41,0.8877116441726685,0.3396989405155182,0.8893809914588928,0.33129048347473145
42,0.8882400393486023,0.33768269419670105,0.8894716501235962,0.32943984866142273
43,0.8888663053512573,0.335143506526947,0.8902875185012817,0.3277197778224945
44,0.8891672492027283,0.3334416449069977,0.8905335664749146,0.32607537508010864
45,0.8895833492279053,0.331259548664093,0.8915436267852783,0.32373034954071045
46,0.8899274468421936,0.32951995730400085,0.8921652436256409,0.32246264815330505
47,0.890602707862854,0.32767507433891296,0.8921523094177246,0.3214372992515564
48,0.8908820152282715,0.32568034529685974,0.8927220702171326,0.3196532130241394
49,0.8916177153587341,0.3241724967956543,0.8931623697280884,0.31791967153549194
50,0.8918725252151489,0.32259583473205566,0.8929033875465393,0.3179413378238678
51,0.8923879861831665,0.3213130533695221,0.8937969207763672,0.3151305019855499
52,0.892562210559845,0.3195597529411316,0.893848717212677,0.31391221284866333
53,0.8928745985031128,0.3185836672782898,0.8942113518714905,0.3123215436935425
54,0.8932000398635864,0.31729620695114136,0.8944573998451233,0.3119557499885559
