epoch,accuracy,loss,val_accuracy,val_loss
55,0.8936190009117126,0.3155556619167328,0.8950660228729248,0.310403436422348
56,0.8941560387611389,0.3144437372684479,0.8949624300003052,0.30939140915870667
57,0.8944684267044067,0.3126579523086548,0.8952344059944153,0.30813848972320557
58,0.8944669961929321,0.312213659286499,0.8953768610954285,0.30724358558654785
59,0.8952344059944153,0.3108256459236145,0.895791232585907,0.30667245388031006
60,0.8950457572937012,0.3097479045391083,0.8961538672447205,0.305559903383255
61,0.8955900073051453,0.30864545702934265,0.896179735660553,0.30518826842308044
62,0.8960320353507996,0.3076598048210144,0.89598548412323,0.3034679889678955
63,0.8960550427436829,0.30678433179855347,0.8966977596282959,0.302854984998703
64,0.8963156342506409,0.30574798583984375,0.8968402147293091,0.30267977714538574
65,0.8964121341705322,0.30497899651527405,0.8967366218566895,0.30175572633743286
66,0.896869957447052,0.30382364988327026,0.8969049453735352,0.30048033595085144
67,0.8970686197280884,0.3031635880470276,0.8973711729049683,0.29971811175346375
68,0.8972428441047668,0.3021485507488251,0.8974488377571106,0.2995612919330597
69,0.8974588513374329,0.3012106120586395,0.8977466821670532,0.29867079854011536
70,0.897902250289917,0.30023816227912903,0.8977466821670532,0.29745328426361084
71,0.8980808258056641,0.2994460165500641,0.8982387781143188,0.2971746325492859
72,0.8984767198562622,0.2985697090625763,0.89792799949646,0.29631495475769043
73,0.8985976576805115,0.2977795898914337,0.8982387781143188,0.29561156034469604
74,0.8985012173652649,0.2973440885543823,0.8983294367790222,0.2949742376804352
75,0.899140477180481,0.2962733507156372,0.8983682990074158,0.29430875182151794
76,0.8989921808242798,0.2957336902618408,0.8984978199005127,0.294170081615448
77,0.8992944955825806,0.2949121594429016,0.8988345265388489,0.29356256127357483
78,0.899303138256073,0.29439032077789307,0.8989251255989075,0.29259631037712097
79,0.8994658589363098,0.29363924264907837,0.8992229700088501,0.29257887601852417
80,0.8997163772583008,0.2934427857398987,0.8989251255989075,0.29204505681991577
81,0.90007483959198,0.2926950752735138,0.8993136286735535,0.29132646322250366
82,0.9001684784889221,0.29187849164009094,0.898899257183075,0.29082658886909485
83,0.90024334192276,0.2911308705806732,0.8997539281845093,0.29021942615509033
84,0.9003613591194153,0.2906871736049652,0.8995596766471863,0.28992682695388794
85,0.9005528688430786,0.2903496026992798,0.8997280597686768,0.2895268499851227
86,0.9008408188819885,0.2895529866218567,0.8996762633323669,0.2888519763946533
87,0.900741457939148,0.28908926248550415,0.8999870419502258,0.28845566511154175
88,0.9009559750556946,0.2885667383670807,0.8996114730834961,0.2888435423374176
89,0.9010207653045654,0.2882901430130005,0.8995338082313538,0.287453830242157
90,0.9012943506240845,0.28723880648612976,0.8999870419502258,0.2872560918331146
91,0.9015304446220398,0.28669703006744385,0.9001812934875488,0.28723493218421936
92,0.901681661605835,0.28617414832115173,0.9000259041786194,0.28653326630592346
93,0.9017939567565918,0.2857206165790558,0.9002719521522522,0.28634560108184814
94,0.9018428921699524,0.2853434085845947,0.9006604552268982,0.2860415577888489
95,0.9019724726676941,0.2850811779499054,0.9005568623542786,0.2855958640575409
96,0.9021999835968018,0.2841075658798218,0.9003884792327881,0.28515276312828064
97,0.9021207690238953,0.28397008776664734,0.901100754737854,0.28447598218917847
98,0.9023482203483582,0.28310325741767883,0.9006863236427307,0.2845388352870941
99,0.9023842215538025,0.28284215927124023,0.9011396169662476,0.2840772271156311
